restaurant_id,restaurant_name,date,item_id,item_name,category,day_of_week,is_holiday,temperature,rainfall,event,promotion,price,quantity_sold,quantity_prepared,quantity_wasted,ingredient_stock,ingredient_cost,selling_price,sales_previous_day,sales_7_days_ago,rolling_7_day_avg,waste_reason,waste_cost
R001,Restaurant A,2025-09-20,I005,Chicken Pizza,Pizza,5,0,22.79,10.66,1,0,287.99,117,127,10,107,122.97,290,77,91,93.43,Order cancellation,1229.7
R001,Restaurant A,2025-09-21,I005,Chicken Pizza,Pizza,6,0,24.88,36.07,0,0,289.38,104,113,9,104,124.06,290,117,88,95.71,Overproduction,1116.54
R001,Restaurant A,2025-09-22,I005,Chicken Pizza,Pizza,0,0,25.43,5.66,0,0,287.83,97,101,4,94,127.77,290,104,93,96.29,Overproduction,511.08
R001,Restaurant A,2025-09-23,I005,Chicken Pizza,Pizza,1,0,22.33,2.31,0,0,288.51,87,97,10,138,129.98,290,97,102,94.14,Overproduction,1299.8
R001,Restaurant A,2025-09-24,I005,Chicken Pizza,Pizza,2,0,24.87,2.55,0,0,288.82,89,100,11,76,123.45,290,87,85,94.71,Overproduction,1357.95
R001,Restaurant A,2025-09-25,I005,Chicken Pizza,Pizza,3,0,21.24,0.0,0,0,290.1,81,91,10,111,122.39,290,89,92,93.14,Low demand,1223.9
R001,Restaurant A,2025-09-26,I005,Chicken Pizza,Pizza,4,0,22.12,1.84,0,0,286.11,101,115,14,100,125.91,290,81,77,96.57,Overproduction,1762.74
R001,Restaurant A,2025-09-27,I005,Chicken Pizza,Pizza,5,0,21.3,21.81,0,0,286.54,92,101,9,88,121.56,290,101,117,93.0,Overproduction,1094.04
R001,Restaurant A,2025-09-28,I005,Chicken Pizza,Pizza,6,0,22.24,8.88,1,0,286.17,138,156,18,90,128.02,290,92,104,97.86,Order cancellation,2304.36
R001,Restaurant A,2025-09-29,I005,Chicken Pizza,Pizza,0,0,20.2,0.0,0,0,287.07,83,89,6,90,120.2,290,138,97,95.86,Overproduction,721.2
R001,Restaurant A,2025-09-30,I005,Chicken Pizza,Pizza,1,0,21.25,0.0,0,1,264.51,107,118,11,75,122.23,290,83,87,98.71,Overproduction,1344.53
R001,Restaurant A,2025-10-01,I005,Chicken Pizza,Pizza,2,0,18.14,42.21,0,0,294.41,96,109,13,94,119.43,290,107,89,99.71,Low demand,1552.59
R001,Restaurant A,2025-10-02,I005,Chicken Pizza,Pizza,3,1,24.17,16.21,0,0,285.56,103,111,8,79,129.93,290,96,81,102.86,Overproduction,1039.44
R001,Restaurant A,2025-10-03,I005,Chicken Pizza,Pizza,4,0,23.81,5.74,0,0,293.68,91,101,10,91,126.03,290,103,101,101.43,Low demand,1260.3
R001,Restaurant A,2025-10-04,I005,Chicken Pizza,Pizza,5,0,21.63,21.03,1,0,288.66,134,141,7,123,126.09,290,91,92,107.43,Overproduction,882.63
R001,Restaurant A,2025-10-05,I005,Chicken Pizza,Pizza,6,0,25.95,9.49,0,1,265.59,142,161,19,119,122.47,290,134,138,108.0,Quality issue,2326.93
R001,Restaurant A,2025-10-06,I005,Chicken Pizza,Pizza,0,0,23.48,0.0,0,0,289.8,103,116,13,127,127.78,290,142,83,110.86,Order cancellation,1661.14
R001,Restaurant A,2025-10-07,I005,Chicken Pizza,Pizza,1,0,19.83,1.72,0,1,256.98,103,114,11,96,122.27,290,103,107,110.29,Low demand,1344.97
R001,Restaurant A,2025-10-08,I005,Chicken Pizza,Pizza,2,0,20.18,24.63,0,0,284.61,87,99,12,100,126.6,290,103,96,109.0,Overproduction,1519.2
R001,Restaurant A,2025-10-09,I005,Chicken Pizza,Pizza,3,0,22.06,3.54,0,0,291.77,87,99,12,88,125.94,290,87,103,106.71,Overproduction,1511.28
R001,Restaurant A,2025-10-10,I005,Chicken Pizza,Pizza,4,0,18.36,3.81,0,0,286.22,109,118,9,130,130.64,290,87,91,109.29,Order cancellation,1175.76
R001,Restaurant A,2025-10-11,I005,Chicken Pizza,Pizza,5,0,20.52,12.15,0,0,287.23,86,96,10,92,129.94,290,109,134,102.43,Order cancellation,1299.4
R001,Restaurant A,2025-10-12,I005,Chicken Pizza,Pizza,6,0,20.03,0.45,0,0,288.06,107,118,11,127,128.19,290,86,142,97.43,Low demand,1410.09
R001,Restaurant A,2025-10-13,I005,Chicken Pizza,Pizza,0,0,25.52,0.0,0,0,284.67,88,99,11,127,119.52,290,107,103,95.29,Overproduction,1314.72
R001,Restaurant A,2025-10-14,I005,Chicken Pizza,Pizza,1,0,22.39,0.0,0,0,286.41,74,82,8,100,118.89,290,88,103,91.14,Overproduction,951.12
R001,Restaurant A,2025-10-15,I005,Chicken Pizza,Pizza,2,0,13.52,19.57,0,0,294.53,79,83,4,88,122.51,290,74,87,90.0,Overproduction,490.04
R001,Restaurant A,2025-10-16,I005,Chicken Pizza,Pizza,3,0,21.22,9.95,0,0,285.14,106,120,14,118,120.6,290,79,87,92.71,Quality issue,1688.4
R001,Restaurant A,2025-10-17,I005,Chicken Pizza,Pizza,4,0,22.17,28.06,1,0,291.67,105,116,11,90,125.4,290,106,109,92.14,Overproduction,1379.4
R001,Restaurant A,2025-10-18,I005,Chicken Pizza,Pizza,5,0,19.14,9.8,0,0,292.77,100,113,13,74,127.45,290,105,86,94.14,Quality issue,1656.85
R001,Restaurant A,2025-10-19,I005,Chicken Pizza,Pizza,6,0,18.43,12.99,0,0,293.15,87,99,12,124,126.0,290,100,107,91.29,Low demand,1512.0
R001,Restaurant A,2025-10-20,I005,Chicken Pizza,Pizza,0,1,21.24,0.18,1,0,295.4,143,154,11,106,128.27,290,87,88,99.14,Order cancellation,1410.97
R001,Restaurant A,2025-10-21,I005,Chicken Pizza,Pizza,1,0,22.3,6.72,0,0,292.06,93,100,7,90,127.1,290,143,74,101.86,Low demand,889.7
R001,Restaurant A,2025-10-22,I005,Chicken Pizza,Pizza,2,0,17.78,4.41,0,0,287.57,90,101,11,105,127.63,290,93,79,103.43,Order cancellation,1403.93
R001,Restaurant A,2025-10-23,I005,Chicken Pizza,Pizza,3,0,18.03,0.0,0,0,288.39,101,113,12,77,124.35,290,90,106,102.71,Overproduction,1492.2
R001,Restaurant A,2025-10-24,I005,Chicken Pizza,Pizza,4,0,21.74,13.88,0,0,293.16,88,96,8,73,123.78,290,101,105,100.29,Low demand,990.24
R001,Restaurant A,2025-10-25,I005,Chicken Pizza,Pizza,5,0,19.84,0.06,0,0,286.27,110,121,11,112,122.92,290,88,100,101.71,Low demand,1352.12
R001,Restaurant A,2025-10-26,I005,Chicken Pizza,Pizza,6,0,19.55,1.35,0,0,294.55,108,122,14,100,123.63,290,110,87,104.71,Overproduction,1730.82
R001,Restaurant A,2025-10-27,I005,Chicken Pizza,Pizza,0,0,22.37,0.67,0,0,284.44,79,86,7,113,129.82,290,108,143,95.57,Low demand,908.74
R001,Restaurant A,2025-10-28,I005,Chicken Pizza,Pizza,1,0,23.08,21.77,1,1,260.35,120,128,8,120,127.03,290,79,93,99.43,Overproduction,1016.24
R001,Restaurant A,2025-10-29,I005,Chicken Pizza,Pizza,2,0,16.66,0.0,0,0,291.07,86,96,10,107,122.84,290,120,90,98.86,Overproduction,1228.4
R001,Restaurant A,2025-10-30,I005,Chicken Pizza,Pizza,3,0,19.18,4.82,0,0,284.66,88,99,11,121,126.37,290,86,101,97.0,Overproduction,1390.07
R001,Restaurant A,2025-10-31,I005,Chicken Pizza,Pizza,4,0,19.58,0.0,0,0,284.21,92,100,8,98,120.66,290,88,88,97.57,Low demand,965.28
R001,Restaurant A,2025-11-01,I005,Chicken Pizza,Pizza,5,0,17.04,0.0,0,0,288.0,90,100,10,88,128.96,290,92,110,94.71,Quality issue,1289.6
R001,Restaurant A,2025-11-02,I005,Chicken Pizza,Pizza,6,0,18.19,0.0,0,0,285.58,110,119,9,88,119.08,290,90,108,95.0,Low demand,1071.72
R001,Restaurant A,2025-11-03,I005,Chicken Pizza,Pizza,0,0,19.79,0.0,0,0,285.12,78,83,5,75,124.46,290,110,79,94.86,Quality issue,622.3
R001,Restaurant A,2025-11-04,I005,Chicken Pizza,Pizza,1,0,21.75,0.4,0,0,294.42,89,94,5,107,128.51,290,78,120,90.43,Overproduction,642.55
R001,Restaurant A,2025-11-05,I005,Chicken Pizza,Pizza,2,0,14.23,0.0,0,0,293.23,100,113,13,93,121.94,290,89,86,92.43,Overproduction,1585.22
R001,Restaurant A,2025-11-06,I005,Chicken Pizza,Pizza,3,0,17.96,0.0,0,0,295.77,96,107,11,124,129.94,290,100,88,93.57,Overproduction,1429.34
R001,Restaurant A,2025-11-07,I005,Chicken Pizza,Pizza,4,0,17.74,0.7,0,0,288.64,94,103,9,80,121.86,290,96,92,93.86,Overproduction,1096.74
R001,Restaurant A,2025-11-08,I005,Chicken Pizza,Pizza,5,0,19.76,0.0,0,1,259.84,118,130,12,102,122.98,290,94,90,97.86,Low demand,1475.76
R001,Restaurant A,2025-11-09,I005,Chicken Pizza,Pizza,6,0,16.92,0.0,0,0,286.01,115,125,10,93,119.09,290,118,110,98.57,Overproduction,1190.9
R001,Restaurant A,2025-11-10,I005,Chicken Pizza,Pizza,0,0,18.57,0.0,0,0,289.06,95,107,12,83,122.86,290,115,78,101.0,Low demand,1474.32
R001,Restaurant A,2025-11-11,I005,Chicken Pizza,Pizza,1,0,19.82,0.0,0,0,293.97,95,108,13,79,118.89,290,95,89,101.86,Overproduction,1545.57
R001,Restaurant A,2025-11-12,I005,Chicken Pizza,Pizza,2,0,14.38,0.0,0,0,294.67,69,75,6,104,127.6,290,95,100,97.43,Overproduction,765.6
R001,Restaurant A,2025-11-13,I005,Chicken Pizza,Pizza,3,0,16.97,0.0,0,0,295.27,84,93,9,129,127.85,290,69,96,95.71,Overproduction,1150.65
R001,Restaurant A,2025-11-14,I005,Chicken Pizza,Pizza,4,0,19.26,4.41,1,0,287.51,99,103,4,111,127.32,290,84,94,96.43,Order cancellation,509.28
R001,Restaurant A,2025-11-15,I005,Chicken Pizza,Pizza,5,0,17.88,0.0,0,0,286.1,137,144,7,95,126.92,290,99,118,99.14,Overproduction,888.44
R001,Restaurant A,2025-11-16,I005,Chicken Pizza,Pizza,6,0,17.36,4.46,0,0,292.88,92,97,5,122,129.34,290,137,115,95.86,Overproduction,646.7
R001,Restaurant A,2025-11-17,I005,Chicken Pizza,Pizza,0,0,18.91,0.0,0,1,263.46,106,111,5,88,119.98,290,92,95,97.43,Quality issue,599.9
R001,Restaurant A,2025-11-18,I005,Chicken Pizza,Pizza,1,0,17.81,2.11,0,0,286.46,96,104,8,107,119.13,290,106,95,97.57,Overproduction,953.04
R001,Restaurant A,2025-11-19,I005,Chicken Pizza,Pizza,2,0,13.87,1.41,0,1,262.35,111,120,9,76,122.54,290,96,69,103.57,Overproduction,1102.86
R001,Restaurant A,2025-11-20,I005,Chicken Pizza,Pizza,3,0,20.14,0.0,0,0,291.27,90,100,10,115,126.89,290,111,84,104.43,Overproduction,1268.9
R001,Restaurant A,2025-11-21,I005,Chicken Pizza,Pizza,4,0,19.13,0.43,0,0,293.24,96,106,10,85,127.61,290,90,99,104.0,Low demand,1276.1
R001,Restaurant A,2025-11-22,I005,Chicken Pizza,Pizza,5,0,17.59,0.0,0,0,287.62,95,99,4,87,126.99,290,96,137,98.0,Order cancellation,507.96
R001,Restaurant A,2025-11-23,I005,Chicken Pizza,Pizza,6,0,15.78,4.22,1,0,288.11,136,152,16,100,126.28,290,95,92,104.29,Quality issue,2020.48
R001,Restaurant A,2025-11-24,I005,Chicken Pizza,Pizza,0,0,16.55,0.79,0,1,258.93,105,113,8,82,124.95,290,136,106,104.14,Low demand,999.6
R001,Restaurant A,2025-11-25,I005,Chicken Pizza,Pizza,1,0,20.92,0.0,0,0,294.42,88,93,5,93,123.85,290,105,96,103.0,Overproduction,619.25
R001,Restaurant A,2025-11-26,I005,Chicken Pizza,Pizza,2,0,13.3,0.03,0,0,286.7,94,101,7,107,125.45,290,88,111,100.57,Low demand,878.15
R001,Restaurant A,2025-11-27,I005,Chicken Pizza,Pizza,3,0,13.97,0.0,0,1,258.95,89,95,6,121,128.59,290,94,90,100.43,Overproduction,771.54
R001,Restaurant A,2025-11-28,I005,Chicken Pizza,Pizza,4,0,14.18,0.0,0,1,262.01,103,115,12,132,122.2,290,89,96,101.43,Low demand,1466.4
R001,Restaurant A,2025-11-29,I005,Chicken Pizza,Pizza,5,0,18.08,2.13,1,1,264.09,150,160,10,74,129.0,290,103,95,109.29,Overproduction,1290.0
R001,Restaurant A,2025-11-30,I005,Chicken Pizza,Pizza,6,0,15.85,0.0,0,0,287.01,96,105,9,76,125.2,290,150,136,103.57,Low demand,1126.8
R001,Restaurant A,2025-12-01,I005,Chicken Pizza,Pizza,0,0,15.85,5.39,0,0,290.31,83,89,6,95,121.9,290,96,105,100.43,Low demand,731.4
R001,Restaurant A,2025-12-02,I005,Chicken Pizza,Pizza,1,0,13.63,0.13,0,0,286.77,85,92,7,117,127.03,290,83,88,100.0,Overproduction,889.21
R001,Restaurant A,2025-12-03,I005,Chicken Pizza,Pizza,2,0,15.56,0.0,0,1,263.61,94,105,11,84,129.88,290,85,94,100.0,Quality issue,1428.68
R001,Restaurant A,2025-12-04,I005,Chicken Pizza,Pizza,3,0,17.58,2.57,0,0,290.14,80,86,6,127,121.77,290,94,89,98.71,Low demand,730.62
R001,Restaurant A,2025-12-05,I005,Chicken Pizza,Pizza,4,0,14.64,0.0,0,0,285.62,92,100,8,92,126.63,290,80,103,97.14,Overproduction,1013.04
R001,Restaurant A,2025-12-06,I005,Chicken Pizza,Pizza,5,0,16.52,0.0,0,0,288.74,92,99,7,108,127.82,290,92,150,88.86,Overproduction,894.74
R001,Restaurant A,2025-12-07,I005,Chicken Pizza,Pizza,6,0,19.09,0.0,0,0,288.57,109,120,11,75,123.9,290,92,96,90.71,Order cancellation,1362.9
R001,Restaurant A,2025-12-08,I005,Chicken Pizza,Pizza,0,0,19.67,0.0,0,0,284.57,89,96,7,104,124.5,290,109,83,91.57,Low demand,871.5
R001,Restaurant A,2025-12-09,I005,Chicken Pizza,Pizza,1,0,17.83,0.0,0,0,293.38,81,90,9,77,121.46,290,89,85,91.0,Order cancellation,1093.14
R001,Restaurant A,2025-12-10,I005,Chicken Pizza,Pizza,2,0,16.25,0.11,0,0,288.37,81,86,5,68,123.13,290,81,94,89.14,Overproduction,615.65
R001,Restaurant A,2025-12-11,I005,Chicken Pizza,Pizza,3,0,18.21,4.0,0,1,257.8,84,96,12,86,129.26,290,81,80,89.71,Overproduction,1551.12
R001,Restaurant A,2025-12-12,I005,Chicken Pizza,Pizza,4,0,15.52,0.0,0,0,290.86,92,98,6,111,126.35,290,84,92,89.71,Low demand,758.1
R001,Restaurant A,2025-12-13,I005,Chicken Pizza,Pizza,5,0,19.19,0.0,0,0,289.78,78,84,6,98,122.7,290,92,92,87.71,Low demand,736.2
R001,Restaurant A,2025-12-14,I005,Chicken Pizza,Pizza,6,0,17.87,5.98,0,0,291.47,111,124,13,95,128.48,290,78,109,88.0,Order cancellation,1670.24
R001,Restaurant A,2025-12-15,I005,Chicken Pizza,Pizza,0,0,18.27,0.0,0,0,289.02,78,82,4,69,126.48,290,111,89,86.43,Order cancellation,505.92
R001,Restaurant A,2025-12-16,I005,Chicken Pizza,Pizza,1,0,19.38,0.0,0,0,286.81,85,91,6,112,119.76,290,78,81,87.0,Low demand,718.56
R001,Restaurant A,2025-12-17,I005,Chicken Pizza,Pizza,2,0,17.5,0.0,0,0,294.68,88,96,8,90,121.97,290,85,81,88.0,Low demand,975.76
R001,Restaurant A,2025-12-18,I005,Chicken Pizza,Pizza,3,0,16.0,0.0,0,1,262.56,79,85,6,75,121.5,290,88,84,87.29,Overproduction,729.0
R001,Restaurant A,2025-12-19,I005,Chicken Pizza,Pizza,4,0,15.78,0.0,0,0,286.36,94,102,8,102,122.76,290,79,92,87.57,Overproduction,982.08
R001,Restaurant A,2025-12-20,I005,Chicken Pizza,Pizza,5,0,14.99,1.68,0,0,295.42,121,134,13,100,124.79,290,94,78,93.71,Order cancellation,1622.27
R001,Restaurant A,2025-12-21,I005,Chicken Pizza,Pizza,6,0,14.46,3.52,1,1,262.66,136,155,19,79,121.01,290,121,111,97.29,Low demand,2299.19
R001,Restaurant A,2025-12-22,I005,Chicken Pizza,Pizza,0,0,15.37,0.0,0,0,284.88,84,92,8,94,119.66,290,136,78,98.14,Overproduction,957.28
R001,Restaurant A,2025-12-23,I005,Chicken Pizza,Pizza,1,0,17.13,0.0,0,0,286.99,101,114,13,85,124.59,290,84,85,100.43,Quality issue,1619.67
R001,Restaurant A,2025-12-24,I005,Chicken Pizza,Pizza,2,0,18.14,0.0,0,0,289.84,86,95,9,68,122.23,290,101,88,100.14,Overproduction,1100.07
R001,Restaurant A,2025-12-25,I005,Chicken Pizza,Pizza,3,1,14.14,8.96,0,0,285.98,97,105,8,85,127.71,290,86,79,102.71,Overproduction,1021.68
R001,Restaurant A,2025-12-26,I005,Chicken Pizza,Pizza,4,0,15.78,5.51,0,0,287.6,87,96,9,80,127.37,290,97,94,101.71,Overproduction,1146.33
R001,Restaurant A,2025-12-27,I005,Chicken Pizza,Pizza,5,0,17.06,0.2,0,0,292.21,99,110,11,115,130.7,290,87,121,98.57,Overproduction,1437.7
R001,Restaurant A,2025-12-28,I005,Chicken Pizza,Pizza,6,0,16.43,0.0,0,0,286.06,117,126,9,79,125.99,290,99,136,95.86,Overproduction,1133.91
R001,Restaurant A,2025-12-29,I005,Chicken Pizza,Pizza,0,0,12.33,0.0,0,0,284.38,104,111,7,133,125.83,290,117,84,98.71,Overproduction,880.81
R001,Restaurant A,2025-12-30,I005,Chicken Pizza,Pizza,1,0,15.6,0.66,0,1,263.79,99,109,10,90,125.59,290,104,101,98.43,Order cancellation,1255.9
R001,Restaurant A,2025-12-31,I005,Chicken Pizza,Pizza,2,0,16.13,0.0,0,0,293.91,91,102,11,84,123.92,290,99,86,99.14,Overproduction,1363.12
R001,Restaurant A,2025-01-01,I006,Margherita Pizza,Pizza,2,0,15.82,0.0,0,0,207.74,51,56,5,67,83.19,210,51,51,51.0,Overproduction,415.95
R001,Restaurant A,2025-01-02,I006,Margherita Pizza,Pizza,3,0,17.56,4.65,0,0,213.85,56,61,5,64,78.49,210,51,56,53.5,Overproduction,392.45
R001,Restaurant A,2025-01-03,I006,Margherita Pizza,Pizza,4,0,17.44,0.0,0,0,209.97,61,68,7,49,83.43,210,56,61,56.0,Overproduction,584.01
R001,Restaurant A,2025-01-04,I006,Margherita Pizza,Pizza,5,0,15.33,0.13,0,0,212.9,67,75,8,66,81.23,210,61,67,58.75,Low demand,649.84
R001,Restaurant A,2025-01-05,I006,Margherita Pizza,Pizza,6,0,18.74,2.09,0,0,207.89,61,64,3,48,78.43,210,67,61,59.2,Low demand,235.29
R001,Restaurant A,2025-01-06,I006,Margherita Pizza,Pizza,0,0,18.13,0.0,0,0,210.21,56,60,4,68,78.55,210,61,56,58.67,Overproduction,314.2
R001,Restaurant A,2025-01-07,I006,Margherita Pizza,Pizza,1,0,19.85,5.49,0,0,208.8,67,75,8,75,84.62,210,56,67,59.86,Order cancellation,676.96
R001,Restaurant A,2025-01-08,I006,Margherita Pizza,Pizza,2,0,17.01,0.0,0,0,209.8,58,65,7,83,84.26,210,67,51,60.86,Overproduction,589.82
R001,Restaurant A,2025-01-09,I006,Margherita Pizza,Pizza,3,0,17.63,0.0,0,0,210.07,69,76,7,58,85.28,210,58,56,62.71,Overproduction,596.96
R001,Restaurant A,2025-01-10,I006,Margherita Pizza,Pizza,4,0,21.56,0.0,0,1,192.54,61,65,4,64,79.85,210,69,61,62.71,Overproduction,319.4
R001,Restaurant A,2025-01-11,I006,Margherita Pizza,Pizza,5,0,18.39,0.3,0,0,209.45,71,78,7,92,81.59,210,61,67,63.29,Order cancellation,571.13
R001,Restaurant A,2025-01-12,I006,Margherita Pizza,Pizza,6,0,14.75,0.0,0,0,207.74,58,63,5,72,84.9,210,71,61,62.86,Overproduction,424.5
R001,Restaurant A,2025-01-13,I006,Margherita Pizza,Pizza,0,0,16.19,0.27,0,0,208.29,62,66,4,79,81.62,210,58,56,63.71,Quality issue,326.48
R001,Restaurant A,2025-01-14,I006,Margherita Pizza,Pizza,1,0,16.35,0.0,0,1,192.73,67,75,8,65,78.62,210,62,67,63.71,Overproduction,628.96
R001,Restaurant A,2025-01-15,I006,Margherita Pizza,Pizza,2,0,17.6,0.53,0,0,210.85,46,48,2,46,80.75,210,67,58,62.0,Overproduction,161.5
R001,Restaurant A,2025-01-16,I006,Margherita Pizza,Pizza,3,0,14.79,3.23,0,0,211.05,52,58,6,50,83.2,210,46,69,59.57,Low demand,499.2
R001,Restaurant A,2025-01-17,I006,Margherita Pizza,Pizza,4,0,16.74,4.83,0,0,212.61,52,58,6,67,78.49,210,52,61,58.29,Overproduction,470.94
R001,Restaurant A,2025-01-18,I006,Margherita Pizza,Pizza,5,0,19.34,8.46,0,0,207.07,76,83,7,77,80.91,210,52,71,59.0,Quality issue,566.37
R001,Restaurant A,2025-01-19,I006,Margherita Pizza,Pizza,6,0,13.88,0.0,0,1,188.58,79,90,11,76,78.88,210,76,58,62.0,Overproduction,867.68
R001,Restaurant A,2025-01-20,I006,Margherita Pizza,Pizza,0,0,18.29,0.0,0,0,212.77,56,60,4,67,82.23,210,79,62,61.14,Overproduction,328.92
R001,Restaurant A,2025-01-21,I006,Margherita Pizza,Pizza,1,0,17.36,2.9,0,1,190.16,67,73,6,78,86.0,210,56,67,61.14,Overproduction,516.0
R001,Restaurant A,2025-01-22,I006,Margherita Pizza,Pizza,2,0,13.9,0.0,1,0,214.14,64,70,6,52,80.17,210,67,46,63.71,Overproduction,481.02
R001,Restaurant A,2025-01-23,I006,Margherita Pizza,Pizza,3,0,15.97,0.74,0,0,213.98,58,64,6,71,83.95,210,64,52,64.57,Order cancellation,503.7
R001,Restaurant A,2025-01-24,I006,Margherita Pizza,Pizza,4,0,18.26,0.0,0,0,213.9,56,59,3,65,79.69,210,58,52,65.14,Overproduction,239.07
R001,Restaurant A,2025-01-25,I006,Margherita Pizza,Pizza,5,0,17.5,0.0,0,0,207.68,70,75,5,55,79.38,210,56,76,64.29,Overproduction,396.9
R001,Restaurant A,2025-01-26,I006,Margherita Pizza,Pizza,6,1,16.93,0.0,1,0,209.23,108,122,14,56,84.32,210,70,79,68.43,Low demand,1180.48
R001,Restaurant A,2025-01-27,I006,Margherita Pizza,Pizza,0,0,16.85,2.16,0,0,207.68,66,70,4,45,85.19,210,108,56,69.86,Quality issue,340.76
R001,Restaurant A,2025-01-28,I006,Margherita Pizza,Pizza,1,0,20.06,0.0,0,1,186.29,67,72,5,47,78.39,210,66,67,69.86,Overproduction,391.95
R001,Restaurant A,2025-01-29,I006,Margherita Pizza,Pizza,2,0,16.31,0.43,0,0,208.66,53,56,3,62,80.91,210,67,64,68.29,Low demand,242.73
R001,Restaurant A,2025-01-30,I006,Margherita Pizza,Pizza,3,0,19.49,0.0,0,0,207.81,52,58,6,63,85.89,210,53,58,67.43,Low demand,515.34
R001,Restaurant A,2025-01-31,I006,Margherita Pizza,Pizza,4,0,15.62,0.0,0,0,211.85,57,60,3,68,81.54,210,52,56,67.57,Low demand,244.62
R001,Restaurant A,2025-02-01,I006,Margherita Pizza,Pizza,5,0,15.16,0.0,0,0,211.9,75,82,7,50,79.72,210,57,70,68.29,Overproduction,558.04
R001,Restaurant A,2025-02-02,I006,Margherita Pizza,Pizza,6,0,21.07,1.14,0,0,208.32,92,102,10,69,84.02,210,75,108,66.0,Order cancellation,840.2
R001,Restaurant A,2025-02-03,I006,Margherita Pizza,Pizza,0,0,19.33,0.28,0,0,206.36,62,67,5,47,82.71,210,92,66,65.43,Overproduction,413.55
R001,Restaurant A,2025-02-04,I006,Margherita Pizza,Pizza,1,0,20.29,0.0,0,0,212.76,61,65,4,53,84.55,210,62,67,64.57,Order cancellation,338.2
R001,Restaurant A,2025-02-05,I006,Margherita Pizza,Pizza,2,0,20.36,0.0,0,1,192.38,54,61,7,67,79.65,210,61,53,64.71,Overproduction,557.55
R001,Restaurant A,2025-02-06,I006,Margherita Pizza,Pizza,3,0,20.32,0.0,0,1,188.41,74,78,4,54,84.89,210,54,52,67.86,Low demand,339.56
R001,Restaurant A,2025-02-07,I006,Margherita Pizza,Pizza,4,0,22.11,0.0,0,0,211.0,55,61,6,66,85.03,210,74,57,67.57,Overproduction,510.18
R001,Restaurant A,2025-02-08,I006,Margherita Pizza,Pizza,5,0,18.15,0.0,0,0,209.42,74,82,8,51,81.08,210,55,75,67.43,Low demand,648.64
R001,Restaurant A,2025-02-09,I006,Margherita Pizza,Pizza,6,0,20.74,13.45,0,1,185.68,91,97,6,54,82.16,210,74,92,67.29,Overproduction,492.96
R001,Restaurant A,2025-02-10,I006,Margherita Pizza,Pizza,0,0,16.58,0.0,0,0,211.78,53,59,6,48,85.2,210,91,62,66.0,Overproduction,511.2
R001,Restaurant A,2025-02-11,I006,Margherita Pizza,Pizza,1,0,16.62,2.08,0,1,191.13,60,63,3,60,81.26,210,53,61,65.86,Overproduction,243.78
R001,Restaurant A,2025-02-12,I006,Margherita Pizza,Pizza,2,0,20.97,0.0,0,0,212.38,54,60,6,88,84.36,210,60,54,65.86,Overproduction,506.16
R001,Restaurant A,2025-02-13,I006,Margherita Pizza,Pizza,3,0,19.5,0.0,0,0,209.64,47,52,5,55,79.62,210,54,74,62.0,Order cancellation,398.1
R001,Restaurant A,2025-02-14,I006,Margherita Pizza,Pizza,4,0,16.38,0.0,0,0,210.28,58,62,4,62,84.63,210,47,55,62.43,Overproduction,338.52
R001,Restaurant A,2025-02-15,I006,Margherita Pizza,Pizza,5,0,19.61,2.62,0,0,211.3,69,73,4,54,82.93,210,58,74,61.71,Overproduction,331.72
R001,Restaurant A,2025-02-16,I006,Margherita Pizza,Pizza,6,0,17.69,0.0,0,1,192.12,72,78,6,54,83.11,210,69,91,59.0,Low demand,498.66
R001,Restaurant A,2025-02-17,I006,Margherita Pizza,Pizza,0,0,18.46,4.98,0,0,209.58,58,62,4,51,84.61,210,72,53,59.71,Overproduction,338.44
R001,Restaurant A,2025-02-18,I006,Margherita Pizza,Pizza,1,0,21.88,0.0,0,0,207.41,59,64,5,70,82.97,210,58,60,59.57,Overproduction,414.85
R001,Restaurant A,2025-02-19,I006,Margherita Pizza,Pizza,2,0,21.27,0.0,0,0,207.29,58,61,3,51,83.27,210,59,54,60.14,Overproduction,249.81
R001,Restaurant A,2025-02-20,I006,Margherita Pizza,Pizza,3,0,20.12,7.65,0,0,210.27,54,58,4,53,82.1,210,58,47,61.14,Overproduction,328.4
R001,Restaurant A,2025-02-21,I006,Margherita Pizza,Pizza,4,0,18.81,0.0,1,1,192.38,73,80,7,55,78.41,210,54,58,63.29,Low demand,548.87
R001,Restaurant A,2025-02-22,I006,Margherita Pizza,Pizza,5,0,21.93,0.88,0,1,187.79,86,98,12,76,78.63,210,73,69,65.71,Overproduction,943.56
R001,Restaurant A,2025-02-23,I006,Margherita Pizza,Pizza,6,0,20.88,0.0,0,0,207.18,64,72,8,43,81.14,210,86,72,64.57,Quality issue,649.12
R001,Restaurant A,2025-02-24,I006,Margherita Pizza,Pizza,0,0,19.03,0.72,0,0,209.59,64,71,7,71,85.51,210,64,58,65.43,Overproduction,598.57
R001,Restaurant A,2025-02-25,I006,Margherita Pizza,Pizza,1,0,22.0,0.0,0,0,212.08,50,56,6,52,83.12,210,64,59,64.14,Low demand,498.72
R001,Restaurant A,2025-02-26,I006,Margherita Pizza,Pizza,2,0,20.45,0.0,0,0,210.91,49,52,3,71,82.79,210,50,58,62.86,Overproduction,248.37
